Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Estudio de satisfacción de las personas usuarias de los Servicios de Psicomotricidad en los Centros Deportivos Municipales;sociedad-bienestar;servicios públicos, Estudios de opinion;25/01/2022;29/05/2023;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2690;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=eb1711fe2385e710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aparcamientos municipales. Número de plazas;urbanismo-infraestructuras;Aparcamientos,municipales,PAR ;20/12/2021;01/10/2025;;01/10/2025;mensual;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3971;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8edd9863d48bd710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Catálogo de datos abiertos del Ayuntamiento de Madrid;sector-publico;FORMATOS,CSV,RDF;20/12/2021;;;;diaria;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,;2882;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=abbec1f30d31d710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Obras públicas planificadas y en ejecución;urbanismo-infraestructuras;Uso urbanístico, uso según planeamiento, uso PGOUM, geoportal;18/01/2022;;;;sindefinir;Dirección General del Espacio Público, Obras e Infraestructuras;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;4509;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=aa252affeefec710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Deportes. Inscripción de participantes en Juegos Deportivos Municipales colectivos e individuales. Temporadas anteriores;deporte;inscripciones deportivas, participantes en juegos deportivos;28/10/2021;12/04/2024;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;2996;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=dc54a482a46cc710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inversiones principales: equipamientos, obras e infraestructuras;urbanismo-infraestructuras;Inversiones, principales, obras, construcción, reformas, rehabilitación;29/10/2021;11/07/2025;01/01/2020;30/06/2025;anual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;6170;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=77dee5d0fed7c710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aparcamientos municipales para residentes (PAR). Valor de las plazas;urbanismo-infraestructuras;lista,espera,aparcamientos,par;30/11/2021;07/10/2025;10/12/2021;01/10/2025;mensual;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;19363;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7eb840252363c710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aparcamientos públicos municipales disuasorios;urbanismo-infraestructuras;parking, movilidad, disuasorio, www.madrid.es;02/12/2021;;;;continua;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;11340;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0c1e8dd1dd53c710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Zona de Bajas Emisiones de Especial Protección (ZBEDEP). Plaza Elíptica;transporte;Zona,Bajas,Emisiones,eliptica,geoportal;28/10/2021;;;;sindefinir;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,;1064;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=bf1d65b38f03c710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Perfiles de solicitantes de viviendas de la Empresa Municipal de la Vivienda y el Suelo (EMVS);vivienda;Vivienda municipal, Vivienda pública,  alquiler arrendamiento ;30/07/2021;07/07/2023;;30/04/2023;anual;Empresa Municipal de la Vivienda y Suelo de Madrid, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1723;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=de68fac0f42fa710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Viviendas promocionadas y rehabilitadas por la Empresa Municipal de la Vivienda y el Suelo (EMVS);vivienda;Vivienda municipal, Vivienda pública, alquiler arrendamiento ;30/07/2021;07/07/2023;;30/04/2023;anual;Empresa Municipal de la Vivienda y Suelo de Madrid, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2844;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e49ff5695d4aa710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos. Proyectos de Presupuesto de ejercicios anteriores;sector-publico;proyecto, presupuestos, gastos, ingresos, inversiones;19/11/2018;07/11/2024;01/01/2017;31/12/2023;anual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;39054;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=38b4f1fb4508a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Operación Asfalto. Madrid 2021;urbanismo-infraestructuras;geoportal;02/07/2021;;;;sindefinir;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,kml,;1581;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d332ab9df3d3a710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Categorías fiscales del municipio de Madrid;hacienda;Categoría fiscal, Índice fiscal,categoría, tributo, Madrid, Ayuntamiento, geoportal;06/07/2021;;;;sindefinir;Agencia Tributaria de Madrid;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;1089;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fae0ab9df3d3a710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Acceso a la información pública: registro de solicitudes y reclamaciones;sector-publico;AIP, derecho de acceso, acceso a información pública, registro de solicitudes;20/06/2021;17/09/2025;01/01/2020;31/08/2025;mensual;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4921;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c8a92e322b82a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio sobre el colectivo LGTBIQ+ de la ciudad de Madrid;sociedad-bienestar;Estudios de opinión, LGTBI;18/06/2021;17/06/2021;;;sindefinir;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1870;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1684e9f51c91a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Consumo y generación de energía en el Ayuntamiento de Madrid;energia;Paneles, Fotovoltaica, Energía;16/06/2021;;01/01/2018;31/12/2024;anual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1526;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f26db278ae41a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Plan Operativo de Gobierno 2019-2023;sector-publico;Plan, Gobierno, Estrategia, Rendición de cuentas;16/06/2021;07/06/2023;;02/06/2023;semestral;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;7048;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=662621fa4001a710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Retirada y recogida de animales muertos;medio-ambiente;residuos, residuo, recogida  perro, gato, rata, paloma ;30/08/2021;19/09/2025;01/06/2021;19/09/2025;mensual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3171;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=492536fc9080a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Autonómicas de la Comunidad de Madrid 4 de mayo 2021: colegios, callejero y mesas electorales;sector-publico;procesos electorales, mesas electorales, colegios electorales, comunidad de madrid;23/04/2021;;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;3376;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f803a095b9ef8710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2021;sector-publico;RPT, Plantilla, Recursos humanos;21/04/2021;02/02/2022;01/01/2021;31/12/2021;informacionhistorica;Dirección General de Costes y Gestión de Personal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;7191;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=20984b85964f8710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Huella normativa;sector-publico;huella,normativa;05/03/2021;13/10/2025;;13/10/2025;mensual;Dirección General de Organización, Régimen Jurídico y Calidad Regulatoria;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2421;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7a40416c9c4d7710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Término municipal de Madrid;urbanismo-infraestructuras;geoportal;02/03/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,kml,;4082;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f9ce5eb0d73a7710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Distritos municipales de Madrid;urbanismo-infraestructuras;geoportal;02/03/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,shp,txt,kml,;12203;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7d6e5eb0d73a7710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Barrios municipales de Madrid;urbanismo-infraestructuras;geoportal;02/03/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,shp,txt,kml,;15314;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=760e5eb0d73a7710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de la ciudadanía con los servicios públicos y la gestión institucional del Ayuntamiento de Madrid ante la COVID-19 (2020);sociedad-bienestar;pandemia virus, Estudios de opinion;19/02/2021;10/02/2021;;;informacionhistorica;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1094;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=466c785053c87710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de consecuencias de la pandemia por COVID-19 en la población de la ciudad de Madrid, octubre 2020;sociedad-bienestar;pandemia virus, Estudios de opinion;05/02/2021;04/02/2021;;;informacionhistorica;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;4154;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=47e67e6d0d767710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bibliotecas Especializadas. Catálogo de libros y volúmenes disponibles;cultura-ocio;bibliotecas, libros, música, revistas, prensa, periódicos, partituras, manuscritos;11/02/2021;06/10/2025;01/01/2021;06/10/2025;mensual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;26002;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1746363b8cd57710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bibliotecas Especializadas. Préstamos activos;cultura-ocio;bibliotecas, lectura, préstamos, libros, música, revistas, prensa, periódicos, partituras, manuscritos;11/02/2021;06/10/2025;11/02/2021;06/10/2025;mensual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;8390;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d316363b8cd57710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bibliotecas Especializadas. Histórico de préstamos;cultura-ocio;bibliotecas, lectura, préstamos, libros, música, revistas, prensa, periódicos, partituras, manuscritos;11/02/2021;06/10/2025;01/01/2021;30/09/2025;mensual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;30094;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d665363b8cd57710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planeamiento Urbanístico. Modificaciones y desarrollos del PGOUM de 1997;urbanismo-infraestructuras;edificabilidad, urbanismo, ordenación, planeamiento, geoportal;08/02/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;1083;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=cf529e8a54f37710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planeamiento Urbanístico. Línea Límite de la Edificación;urbanismo-infraestructuras;edificabilidad, urbanismo, ordenación, planeamiento, geoportal;08/02/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;932;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9c919e8a54f37710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planeamiento Urbanístico. Información pública;urbanismo-infraestructuras;edificabilidad, urbanismo, ordenación, planeamiento, geoportal;08/02/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;952;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=220ea69214f37710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planeamiento Urbanístico. Catálogo de Elementos Singulares;urbanismo-infraestructuras;edificabilidad, urbanismo, ordenación, planeamiento, geoportal;08/02/2021;;;;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;1250;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0baca69214f37710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de análisis georreferenciado predictivo y elaboración de cuadros de mando ante el impacto socioeconómico del COVID-19 sobre la población vulnerable y demanda asistencial de la ciudad de Madrid;sociedad-bienestar;pandemia virus, Estudios de opinion;22/01/2021;21/01/2021;;;informacionhistorica;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;7871;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=be67a7b0fde17710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Cartografía municipal por distritos a escala 1:1000 2016;urbanismo-infraestructuras;cartografia 1:1000 SHP ETRS 2016,geoportal;18/06/2021;;;;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;19120;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0be95b51f06f6710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Servicio de Estacionamiento Regulado (SER). Parquímetros;transporte;zona azul, ,zona verde,SER aparcamiento parquímetro;25/01/2021;10/07/2025;01/01/2014;30/06/2025;trimestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,kmz,;7523;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=65d85d6f40b86710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Cartografía municipal por distritos a escala 1:5000 2016;urbanismo-infraestructuras;cartografia 1:5000 SHP ETRS 2016, geoportal;18/06/2021;;;;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;15209;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=bb79396c40586710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Cartografía municipal por distritos a escala 1:20000 2016;urbanismo-infraestructuras;cartografia 1:20000 SHP ETRS 2016, geoportal;18/06/2021;;;;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;15593;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3169396c40586710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Servicio de Estacionamiento Regulado (SER). Tiques de aparcamiento;transporte;zona azul, zona verde, SER aparcamiento parquímetro;15/12/2020;10/10/2025;01/07/2020;30/06/2025;trimestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,;9411;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=67663c0a55e16710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tarjeta Azul de transportes para autobús (EMT) y metro;transporte;tarjeta,azul;25/02/2021;13/10/2025;01/01/2020;;mensual;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,api,;7431;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=90dbbec2d07d5710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inventario de instalaciones fotovoltaicas;energia;energía, edificios municipales, placas solares;18/11/2020;05/09/2025;01/01/2020;05/09/2025;mensual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;13321;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9dee450abcbb5710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Operación Asfalto. Madrid 2020;urbanismo-infraestructuras;DSgeoportal, geoportal, calzada, pavimento, mejora, asfalto;05/11/2020;;;;mensual;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;904;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e743636098895710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudios de percepción ciudadana;sociedad-bienestar;Percepción, Estudios de opinión, satisfacción ciudadana, opinión ciudadana;29/06/2021;05/12/2024;;;mensual;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1338;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a71ce1c8a4d84710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Informes de Evaluación Ambiental de Actividades;medio-ambiente;medio ambiente, evaluación ambiental;02/09/2020;21/07/2025;01/01/2019;30/06/2025;trimestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2106;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=dcf84ac6f7333710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
COVID-19. Inscripciones online de demanda de servicios de la Agencia para el Empleo;empleo;oficinas de la agencia de empleo, empleo trabajo oficinas;07/07/2020;11/11/2021;26/03/2020;31/10/2021;informacionhistorica;Agencia para el Empleo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2929;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7b3b691ac70e2710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Placas Stolpersteine instaladas en la ciudad Madrid;sociedad-bienestar;Placas, Stolpersteine;23/06/2020;14/10/2025;;01/02/2024;anual;Dirección General de Coordinación Territorial y Desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;20827;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d0802ea16a892710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
